Frame	CPU Total (ms)	CPU Boids (ms)	CPU Data Update (ms)	CPU Render Dispatch (ms)	GPU Render (ms)
513	2.0292	1.9836	0.0213	0.0255	0.130464
514	2.0454	1.9707	0.0212	0.0351	0.12752
515	2.0423	1.9836	0.0211	0.0277	0.130112
516	2.0262	1.9739	0.0211	0.0265	0.130528
517	2.0402	1.9692	0.0212	0.0271	0.130272
518	2.0312	1.9629	0.0211	0.0275	0.130048
519	2.0243	1.9685	0.0212	0.026	0.131008
520	2.0201	1.9799	0.0214	0.0272	0.129952
521	2.0302	1.9635	0.0212	0.0286	0.12944
522	2.058	2.0708	0.0222	0.0403	0.127168
523	2.0222	2.0142	0.0213	0.0276	0.130304
524	2.1767	1.9651	0.0212	0.0536	0.127296
525	2.0902	1.9725	0.0212	0.0377	0.126912
526	2.023	1.9706	0.0212	0.0275	0.131104
527	2.0292	2.0579	0.0215	0.027	0.131168
528	2.029	1.9845	0.0233	0.0279	0.131584
529	2.1511	1.9744	0.0211	0.048	0.129504
530	2.0643	2.1165	0.0212	0.0398	0.130336
531	2.0339	1.9607	0.022	0.0293	0.131296
532	2.174	1.9576	0.0211	0.0277	0.131392
533	2.0188	1.9606	0.0212	0.0272	0.129888
534	2.0153	2.007	0.0222	0.0275	0.130656
535	2.0149	1.9735	0.0214	0.0261	0.131552
536	2.0836	2.0169	0.0559	0.0391	0.127456
537	2.0342	1.9461	0.0209	0.0288	0.130624
538	2.1458	1.957	0.0214	0.0476	0.130592
539	2.003	1.9526	0.0212	0.0267	0.131328
540	2.0121	1.9493	0.0213	0.0264	0.131296
541	2.0072	1.9722	0.0214	0.0258	0.129504
542	2.0033	1.96	0.0215	0.0256	0.130368
543	2.0301	1.9823	0.021	0.0275	0.131808
544	2.0174	1.9476	0.0212	0.0275	0.127232
545	2.0373	1.9484	0.0211	0.0261	0.130432
546	2.0016	1.9506	0.021	0.0255	0.129696
547	2.0019	1.9353	0.021	0.0255	0.13024
548	2.0069	1.9335	0.021	0.0257	0.130624
549	1.9886	1.9331	0.0211	0.0253	0.129664
550	1.9862	1.9722	0.0212	0.0249	0.129984
551	1.9871	1.9509	0.021	0.0255	0.12736
552	2.0287	1.9312	0.0211	0.027	0.127232
553	2.0049	1.932	0.021	0.0256	0.130464
554	1.9851	1.9347	0.0211	0.0256	0.130784
555	1.9858	1.934	0.021	0.0257	0.13104
556	1.9887	1.93	0.021	0.0252	0.130816
557	1.9872	1.9596	0.0217	0.0251	0.130784
558	1.9882	1.9358	0.021	0.0299	0.13088
559	2.0264	1.9359	0.021	0.0337	0.127264
560	1.9915	1.9411	0.021	0.0263	0.130528
561	1.9902	1.9341	0.0211	0.0262	0.12992
562	1.9977	1.9314	0.0211	0.0262	0.131104
563	1.9882	1.9355	0.021	0.0256	0.13056
564	1.9846	1.9338	0.021	0.025	0.130848
565	1.9892	1.9981	0.0213	0.0254	0.130336
566	1.9873	1.9522	0.0212	0.0252	0.130592
567	2.0758	2.0036	0.0267	0.0401	0.127328
568	2.0332	2.1382	0.0215	0.0416	0.129696
569	2.1222	1.9676	0.0212	0.0606	0.13136
570	2.2352	1.9703	0.0212	0.0494	0.127808
571	2.0287	1.9891	0.0231	0.0293	0.13072
572	2.0263	1.9532	0.0217	0.027	0.131296
573	2.052	1.9604	0.0212	0.0291	0.130368
574	2.0201	1.957	0.0212	0.0326	0.127264
575	2.0154	1.9587	0.0212	0.0259	0.129344
576	2.0105	1.9829	0.0211	0.0253	0.13216
577	2.012	1.9581	0.0212	0.0249	0.131488
578	2.0363	1.9589	0.0211	0.0249	0.131456
579	2.0108	1.972	0.0212	0.0247	0.131552
580	2.0121	1.9474	0.0211	0.0251	0.1312
581	2.048	1.9551	0.0212	0.041	0.12752
582	2.0024	1.961	0.0211	0.0257	0.131776
583	2.0091	1.9721	0.0211	0.0254	0.131584
584	2.0137	1.9553	0.0213	0.0246	0.131232
585	2.0258	1.9575	0.021	0.0254	0.130464
586	2.0083	1.9662	0.0213	0.0249	0.130304
587	2.01	1.9492	0.0212	0.0244	0.130624
588	2.0219	1.9543	0.0212	0.027	0.130464
589	2.0125	1.9649	0.0212	0.0309	0.127168
590	2.0089	1.9617	0.0211	0.0259	0.12992
591	2.0182	1.9517	0.0212	0.0251	0.131808
592	2.0154	1.9387	0.0217	0.025	0.131136
593	2.0044	1.9715	0.0212	0.0247	0.129408
594	1.992	1.9574	0.0212	0.0246	0.131264
595	2.0253	1.9587	0.0211	0.0249	0.129568
596	2.0172	1.9556	0.0211	0.0287	0.127392
597	2.0135	1.9669	0.0216	0.0258	0.13056
598	2.0086	2.1136	0.0219	0.025	0.130624
599	2.0209	2.1124	0.022	0.025	0.13008
600	2.1747	2.1289	0.022	0.0288	0.130208
601	2.1681	2.1148	0.022	0.0262	0.130432
602	2.1847	2.1199	0.0218	0.0258	0.129984
603	2.1702	2.1306	0.0222	0.0258	0.131168
604	2.1785	2.1166	0.0218	0.0282	0.127168
605	2.1878	2.1143	0.0221	0.0267	0.130112
606	2.1728	2.1146	0.0214	0.027	0.130816
607	2.169	2.1382	0.0221	0.0254	0.129792
608	2.1691	2.1139	0.0217	0.026	0.130816
609	2.1942	2.1146	0.0216	0.0262	0.130432
610	2.1692	2.1201	0.0218	0.026	0.131104
611	2.174	2.1214	0.0216	0.0289	0.127296
612	2.1764	2.1174	0.0214	0.0264	0.130816
613	2.1769	2.1143	0.0215	0.0266	0.130912
614	2.1723	2.1313	0.0216	0.0261	0.131648
615	2.1685	2.1187	0.0221	0.0255	0.130592
616	2.1881	2.1461	0.0215	0.0268	0.1272
617	2.1753	2.111	0.0215	0.0262	0.130368
618	2.2199	2.1155	0.0215	0.0378	0.127552
619	2.1672	2.0236	0.0211	0.0265	0.12992
620	2.1704	1.96	0.0212	0.026	0.131232
621	2.077	1.965	0.0212	0.0249	0.1304
622	2.0137	1.959	0.0212	0.0253	0.129472
623	2.0182	1.9679	0.0213	0.0247	0.131232
624	2.0117	1.9622	0.0212	0.0246	0.131168
625	2.0442	1.961	0.0211	0.0383	0.127392
626	2.0181	1.9627	0.0212	0.0261	0.129568
627	2.0154	1.96	0.0212	0.0257	0.131072
628	2.0152	1.9844	0.0219	0.0244	0.130272
629	2.0129	1.9788	0.0211	0.0246	0.1304
630	2.04	1.9768	0.0213	0.0259	0.130688
631	2.0323	1.9629	0.0213	0.0249	0.130144
632	2.0316	1.9673	0.0211	0.0257	0.131168
633	2.0191	1.9619	0.0212	0.0268	0.127424
634	2.0212	1.9545	0.0211	0.0256	0.130688
635	2.015	1.9742	0.0219	0.0248	0.130688
636	2.008	1.964	0.0213	0.0249	0.131072
637	2.0282	1.9569	0.0212	0.0249	0.131456
638	2.0171	1.954	0.0211	0.0249	0.127584
639	2.0098	1.9607	0.0211	0.0248	0.131008
640	2.0152	1.9592	0.0212	0.0299	0.127168
641	2.0207	1.9576	0.0211	0.0305	0.131808
642	2.0124	1.9521	0.0212	0.0251	0.13168
643	2.0105	1.972	0.0212	0.025	0.131744
644	2.006	1.9675	0.0211	0.0254	0.13008
645	2.0254	1.9655	0.0211	0.025	0.131232
646	2.0206	1.965	0.0213	0.0247	0.130048
647	2.0185	1.9649	0.0219	0.0249	0.129728
648	2.0235	1.9493	0.022	0.0281	0.127264
649	2.0194	1.9601	0.0211	0.0251	0.131584
650	2.0038	1.9659	0.0212	0.025	0.130016
651	2.0124	1.9499	0.0211	0.0243	0.129984
652	2.0195	1.9477	0.0211	0.025	0.131232
653	2.0028	1.9516	0.0211	0.0247	0.13168
654	2.0011	1.9646	0.0212	0.0249	0.130496
655	2.0104	1.9595	0.0212	0.0282	0.127488
656	2.0193	1.9558	0.0211	0.0257	0.130432
657	2.0136	1.9782	0.0211	0.0253	0.130272
658	2.0093	1.9642	0.0211	0.0253	0.129408
659	2.0349	1.9553	0.0212	0.0271	0.130048
660	2.025	1.9747	0.0218	0.0294	0.131424
661	2.0121	1.9706	0.022	0.0267	0.131424
662	2.0686	1.963	0.0212	0.0497	0.12736
663	2.0591	1.9712	0.0212	0.0439	0.127616
664	2.0193	1.9485	0.0225	0.0266	0.130112
665	2.025	1.9588	0.0211	0.0253	0.130816
666	2.0079	1.9458	0.0212	0.0296	0.131648
667	2.0115	1.9652	0.0212	0.0246	0.131072
668	1.9985	1.9705	0.0215	0.0246	0.12976
669	2.0178	1.9601	0.0211	0.0245	0.129824
670	2.0407	1.9736	0.0221	0.0346	0.127488
671	2.0149	1.9586	0.0212	0.0254	0.129888
672	2.0293	1.9674	0.0211	0.0261	0.130784
673	2.0112	1.9647	0.0209	0.0246	0.130304
674	2.0212	1.9544	0.0212	0.0252	0.129696
675	2.0169	1.9571	0.0211	0.0245	0.13152
676	2.0081	1.9531	0.0212	0.0253	0.130784
677	2.0106	1.9835	0.0212	0.0249	0.130496
678	2.0145	1.9591	0.0212	0.0299	0.127744
679	2.0384	1.9661	0.0216	0.0257	0.131232
680	2.013	1.9583	0.0216	0.0251	0.130816
681	2.02	1.9587	0.0212	0.0249	0.130208
682	2.0121	1.9588	0.0211	0.0252	0.1296
683	2.0114	1.9575	0.021	0.0246	0.13008
684	2.0113	1.9609	0.0212	0.0245	0.13024
685	2.0153	1.9591	0.0211	0.0279	0.127424
686	2.0151	1.9712	0.0212	0.0254	0.13136
687	2.0127	1.9557	0.0227	0.0255	0.130944
688	2.0252	1.9625	0.0209	0.025	0.129472
689	2.0101	1.9606	0.0212	0.0246	0.131712
690	2.015	1.9564	0.0211	0.0248	0.131648
691	2.0138	1.9561	0.0212	0.0247	0.130304
692	2.0094	1.9547	0.0212	0.0249	0.130272
693	2.0149	1.9468	0.0219	0.0283	0.127232
694	2.0089	1.9562	0.0211	0.0254	0.130816
695	2.0016	1.9581	0.0211	0.0253	0.130848
696	2.012	1.9516	0.0211	0.0255	0.129952
697	2.0116	1.971	0.0211	0.0253	0.131392
698	2.0042	1.9547	0.0211	0.0245	0.131648
699	2.0245	1.9416	0.0212	0.0255	0.131104
700	2.0134	1.9577	0.0212	0.028	0.12752
701	1.9957	1.9591	0.0212	0.0251	0.129952
702	2.0111	1.958	0.0211	0.0252	0.130208
703	2.0128	1.961	0.0228	0.025	0.131968
704	2.0115	1.9623	0.0211	0.0248	0.131296
705	2.016	1.9619	0.0212	0.0251	0.131136
706	2.0152	1.9606	0.0212	0.0247	0.13056
707	2.0147	1.9568	0.0212	0.0245	0.130528
708	2.0189	1.9818	0.022	0.028	0.127616
709	2.0117	1.9689	0.0211	0.0255	0.131072
710	2.0491	1.99	0.0212	0.0336	0.12736
711	2.0236	1.956	0.0212	0.0255	0.13104
712	2.0437	1.9682	0.0228	0.0255	0.130272
713	2.0092	1.9693	0.0233	0.0248	0.130336
714	2.0232	1.9677	0.0218	0.0252	0.131648
715	2.04	1.9791	0.0212	0.0342	0.130816
716	2.0277	1.9603	0.0211	0.0277	0.127104
717	2.0341	1.9899	0.0211	0.0258	0.131392
718	2.0148	1.9734	0.0212	0.0258	0.13072
719	2.0439	1.9693	0.0211	0.0256	0.129984
720	2.0264	1.9717	0.0218	0.025	0.131072
721	2.022	1.9664	0.0214	0.0246	0.130144
722	2.0251	1.9828	0.0212	0.0246	0.131232
723	2.0267	1.9718	0.0211	0.0292	0.127616
724	2.0389	1.9844	0.0222	0.0263	0.130848
725	2.0257	1.9663	0.0212	0.0253	0.130784
726	2.0388	1.9736	0.0218	0.025	0.130784
727	2.0199	1.9701	0.0211	0.0247	0.129888
728	2.0269	1.9757	0.0212	0.0246	0.130944
729	2.023	2.0026	0.0212	0.0247	0.130368
730	2.0309	1.9891	0.0212	0.0262	0.130944
731	2.0596	1.9778	0.0211	0.0266	0.127392
732	2.0427	1.9721	0.0212	0.0253	0.13152
733	2.0309	1.9705	0.0214	0.0249	0.129888
734	2.025	1.9668	0.0212	0.0246	0.131072
735	2.0235	1.98	0.0211	0.0246	0.13024
736	2.0205	1.983	0.0211	0.0252	0.129312
737	2.0328	1.9813	0.0218	0.0246	0.129664
738	2.0418	1.9815	0.0212	0.0282	0.127488
739	2.0382	1.9596	0.0211	0.0261	0.1304
740	2.0358	1.9771	0.0212	0.0254	0.130816
741	2.0124	1.9782	0.0212	0.0246	0.130848
742	2.0295	1.9772	0.0212	0.0245	0.129024
743	2.0308	1.9731	0.0212	0.0246	0.129792
744	2.0303	2.081	0.0214	0.0251	0.131296
745	2.0271	1.9828	0.0212	0.0251	0.129824
746	2.1659	1.9852	0.0212	0.042	0.127232
747	2.0416	1.982	0.0211	0.0274	0.130176
748	2.0388	1.9823	0.0212	0.0253	0.129664
749	2.0353	1.9853	0.0219	0.0249	0.129792
750	2.0349	1.9848	0.0211	0.0245	0.130336
751	2.0389	2.0211	0.0216	0.0247	0.130176
752	2.0373	1.9731	0.021	0.0244	0.130528
753	2.1175	1.9882	0.0214	0.0507	0.127424
754	2.0325	2.015	0.0221	0.028	0.129344
755	2.0778	1.9888	0.0212	0.0479	0.127296
756	2.1122	1.976	0.0212	0.0431	0.130304
757	2.0446	1.983	0.0212	0.026	0.130784
758	2.03	2.0472	0.0212	0.0255	0.129312
759	2.0359	1.9819	0.0214	0.0248	0.129376
760	2.1207	1.9858	0.0211	0.0366	0.12736
761	2.0375	1.9825	0.0219	0.0257	0.129728
762	2.0396	1.9813	0.0214	0.0256	0.129344
763	2.0382	1.9795	0.0211	0.0265	0.130784
764	2.0346	2.0014	0.0212	0.0248	0.131104
765	2.0322	2.0028	0.0212	0.0247	0.129632
766	2.0546	1.9861	0.0211	0.0252	0.130656
767	2.0641	1.9883	0.0218	0.0311	0.13088
768	2.0422	1.9729	0.021	0.0265	0.12704
769	2.043	1.9759	0.021	0.0256	0.13008
770	2.0255	1.9851	0.0212	0.0247	0.13104
771	2.0287	1.999	0.0211	0.025	0.130176
772	2.039	1.9936	0.0212	0.0256	0.130816
773	2.0519	1.9683	0.0211	0.0248	0.129984
774	2.0476	1.986	0.0212	0.0255	0.129472
775	2.0291	1.9835	0.021	0.0299	0.127104
776	2.041	1.9808	0.0219	0.0256	0.1312
777	2.0367	1.9884	0.0212	0.0253	0.131584
778	2.0345	1.9893	0.021	0.0247	0.129824
779	2.0409	2.0008	0.024	0.0244	0.129664
780	2.0421	1.9867	0.0211	0.0247	0.129664
781	2.0572	1.9931	0.0211	0.0249	0.130528
782	2.0439	1.985	0.0218	0.0279	0.129824
783	2.0501	1.9802	0.0211	0.0278	0.126656
784	2.0406	2.0112	0.0211	0.0268	0.13024
785	2.0335	1.9959	0.021	0.0248	0.130336
786	2.0656	2.0197	0.021	0.0261	0.130944
787	2.048	1.9978	0.023	0.0242	0.129984
788	2.078	1.9933	0.0211	0.0277	0.129344
789	2.0579	1.9813	0.0209	0.0276	0.130912
790	2.0568	1.9846	0.021	0.0309	0.127136
791	2.0359	2.0089	0.0218	0.0256	0.130816
792	2.0377	1.9717	0.0217	0.0252	0.130976
793	2.0622	2.0058	0.0219	0.0245	0.129216
794	2.0252	2.0056	0.0215	0.0249	0.130752
795	2.0601	1.9859	0.021	0.025	0.129472
796	2.0591	2.0085	0.0209	0.0246	0.130048
797	2.0431	1.988	0.0212	0.0277	0.127296
798	2.0614	2.0028	0.022	0.025	0.13072
799	2.0421	1.9962	0.0219	0.0253	0.13072
800	2.0569	2.0116	0.023	0.0253	0.12928
801	2.0496	1.9904	0.0211	0.0246	0.130976
802	2.0679	1.9857	0.021	0.0259	0.130784
803	2.0472	2.1489	0.0218	0.0274	0.129728
804	2.0396	2.0079	0.0213	0.0258	0.127008
805	2.2473	1.9936	0.0215	0.0501	0.12736
806	2.0685	1.997	0.0218	0.0278	0.130304
807	2.0486	2.0124	0.0219	0.0259	0.129472
808	2.0504	2.0021	0.0219	0.0246	0.1304
809	2.0664	2.0054	0.0213	0.0248	0.130976
810	2.0571	2.0056	0.021	0.0262	0.1296
811	2.0584	1.9955	0.0211	0.0246	0.129856
812	2.0815	1.9963	0.0208	0.0374	0.1272
813	2.0511	1.9993	0.021	0.0261	0.130592
814	2.0494	2.0343	0.0212	0.0254	0.1296
815	2.0535	2.0159	0.0208	0.0263	0.129184
816	2.0883	2.0053	0.0212	0.0251	0.1304
817	2.0689	2.0132	0.0211	0.025	0.129856
818	2.0584	2.0189	0.0219	0.0248	0.131104
819	2.0717	2.0059	0.0211	0.0286	0.131264
820	2.0767	2.0064	0.021	0.0271	0.126496
821	2.0612	2.0288	0.0212	0.0259	0.131104
822	2.0592	2.0168	0.0213	0.0248	0.131328
823	2.0822	2.0131	0.0219	0.025	0.130464
824	2.071	2.0097	0.021	0.0246	0.130048
825	2.0682	2.0197	0.0217	0.0248	0.130176
826	2.0625	2.0548	0.0212	0.0248	0.130464
827	2.0816	2.0213	0.021	0.0298	0.127104
828	2.1115	2.0107	0.0212	0.0263	0.13088
829	2.0746	2.0251	0.0212	0.0252	0.129888
830	2.0672	2.0217	0.0211	0.0278	0.129984
831	2.0784	2.0473	0.0219	0.0249	0.131168
832	2.0743	2.0154	0.0212	0.0245	0.130304
833	2.1011	2.0183	0.0212	0.0248	0.130848
834	2.0756	2.017	0.0213	0.0296	0.126976
835	2.0733	2.0182	0.0211	0.0256	0.130624
836	2.0706	2.0174	0.0211	0.025	0.130528
837	2.071	2.021	0.0212	0.0246	0.130656
838	2.0717	2.0319	0.0212	0.0252	0.1312
839	2.074	2.0227	0.0211	0.0251	0.13104
840	2.0848	2.0062	0.0212	0.0249	0.130368
841	2.0828	2.0126	0.0211	0.0299	0.127072
842	2.0606	2.0362	0.0212	0.0257	0.13104
843	2.0671	2.0397	0.0213	0.0255	0.129216
844	2.0903	2.041	0.0214	0.0253	0.129184
845	2.1138	2.0454	0.0223	0.0378	0.129216
846	2.1209	2.062	0.022	0.0414	0.1296
847	2.1284	2.0322	0.0215	0.0416	0.12672
848	2.1509	2.0271	0.0211	0.0462	0.131328
849	2.0961	2.0292	0.0225	0.0307	0.127104
850	2.0818	2.0418	0.0212	0.0256	0.1296
851	2.0849	2.026	0.0217	0.0255	0.130688
852	2.0955	2.0386	0.0233	0.0252	0.1312
853	2.0793	2.03	0.0211	0.0247	0.13008
854	2.0934	2.0333	0.0212	0.0244	0.130944
855	2.0827	2.0273	0.0211	0.0245	0.130304
856	2.0973	2.0437	0.0212	0.0308	0.126752
857	2.0819	2.0425	0.0211	0.0257	0.13056
858	2.0979	2.0272	0.0214	0.0257	0.130784
859	2.0963	2.0308	0.0245	0.0252	0.13072
860	2.0806	2.0242	0.0211	0.0249	0.130048
861	2.09	2.0372	0.0211	0.0265	0.1312
862	2.0772	2.0358	0.0211	0.025	0.129952
863	2.0969	2.0423	0.0211	0.029	0.126816
864	2.0897	2.042	0.0212	0.0254	0.130048
865	2.0969	2.0412	0.0212	0.0256	0.130016
866	2.0952	2.0363	0.022	0.0249	0.131168
867	2.0943	2.0333	0.0211	0.0251	0.129792
868	2.0898	2.0385	0.0211	0.0247	0.130432
869	2.0869	2.0439	0.0211	0.0248	0.12912
870	2.0941	2.0494	0.0214	0.0264	0.12704
871	2.0977	2.0451	0.0211	0.0251	0.1288
872	2.1043	2.0424	0.0211	0.0258	0.130976
873	2.099	2.0465	0.0228	0.0253	0.130848
874	2.0957	2.0525	0.021	0.0251	0.13072
875	2.1013	2.048	0.022	0.0249	0.130144
876	2.1051	2.0347	0.0213	0.0245	0.129504
877	2.1013	2.0661	0.0217	0.0246	0.129728
878	2.0942	2.0473	0.0211	0.0287	0.126784
879	2.1238	2.0469	0.0212	0.0274	0.129472
880	2.1018	2.0395	0.0214	0.026	0.130592
881	2.0999	2.0272	0.0211	0.0249	0.130592
882	2.0938	2.045	0.0217	0.0253	0.131616
883	2.0803	2.0624	0.0218	0.0247	0.13008
884	2.0983	2.0452	0.0211	0.0246	0.130496
885	2.1237	2.0371	0.0211	0.0291	0.127296
886	2.1006	2.0463	0.0219	0.0261	0.129312
887	2.0908	2.0497	0.0211	0.0252	0.129504
888	2.0998	2.0531	0.0216	0.0246	0.12944
889	2.1024	2.0333	0.0212	0.0246	0.129408
890	2.1063	2.0596	0.0213	0.0245	0.129312
891	2.0861	2.056	0.0212	0.0245	0.13072
892	2.1191	2.0503	0.0212	0.0282	0.126848
893	2.1153	2.0476	0.0211	0.0283	0.130944
894	2.1083	2.0419	0.0212	0.0276	0.12688
895	2.102	2.0357	0.0212	0.0255	0.13024
896	2.0952	2.0637	0.0211	0.0252	0.13056
897	2.0882	2.0541	0.0212	0.0244	0.131552
898	2.1165	2.068	0.0221	0.0247	0.129984
899	2.1086	2.0563	0.0212	0.0256	0.129344
900	2.1348	2.058	0.0212	0.0323	0.127072
901	2.1116	2.0564	0.0211	0.026	0.129568
902	2.1109	2.053	0.0211	0.025	0.129184
903	2.1092	2.0721	0.0219	0.0246	0.130944
904	2.1066	2.0579	0.0212	0.0248	0.129824
905	2.1265	2.0995	0.0214	0.0253	0.130272
906	2.111	2.0647	0.0212	0.025	0.13152
907	2.1742	2.068	0.0211	0.0365	0.127008
908	2.121	2.0725	0.0218	0.0257	0.130272
909	2.1218	2.0918	0.0228	0.0256	0.131104
910	2.1259	2.0699	0.0212	0.0247	0.130656
911	2.1462	2.062	0.0208	0.0246	0.129344
912	2.1227	2.1033	0.0219	0.0246	0.130016
913	2.1142	2.0733	0.0213	0.0243	0.131264
914	2.1875	2.0626	0.0211	0.0428	0.1272
915	2.1295	2.0752	0.0212	0.0259	0.130304
916	2.1161	2.0864	0.0212	0.0253	0.131072
917	2.1285	2.0672	0.0211	0.0249	0.131072
918	2.1401	2.0631	0.0218	0.0255	0.12992
919	2.12	2.0848	0.0212	0.0245	0.130368
920	2.1162	2.0836	0.0209	0.0244	0.129408
921	2.1548	2.0746	0.0212	0.0352	0.127072
922	2.1376	2.1025	0.0212	0.0253	0.129536
923	2.1279	2.0742	0.0212	0.0251	0.130048
924	2.1558	2.0573	0.0223	0.0252	0.130848
925	2.1267	2.0521	0.0212	0.0245	0.131264
926	2.1116	2.067	0.0212	0.0247	0.130592
927	2.1046	2.0816	0.0212	0.0245	0.130592
928	2.1407	2.0534	0.0212	0.0376	0.126848
929	2.1374	2.0564	0.0212	0.0259	0.130656
930	2.1074	2.0754	0.0212	0.0254	0.129952
931	2.1096	2.0736	0.0212	0.0247	0.129376
932	2.1284	2.0662	0.0283	0.0249	0.129888
933	2.1262	2.0573	0.0215	0.0247	0.13008
934	2.1298	2.0763	0.0214	0.0267	0.130112
935	2.1509	2.1079	0.0213	0.0499	0.129728
936	2.1451	2.0793	0.0213	0.0332	0.126784
937	2.1783	2.0898	0.0211	0.0362	0.126816
938	2.1492	2.0902	0.0212	0.0347	0.129504
939	2.1454	2.0966	0.0212	0.0264	0.12928
940	2.144	2.0877	0.022	0.0255	0.13024
941	2.151	2.0994	0.0212	0.0253	0.130784
942	2.1468	2.083	0.0212	0.0286	0.129216
943	2.1602	2.0783	0.0212	0.0286	0.126592
944	2.1378	2.0781	0.0211	0.0262	0.130656
945	2.132	2.0777	0.0212	0.0254	0.13072
946	2.1308	2.0834	0.0212	0.0246	0.130688
947	2.1307	2.0829	0.0212	0.0247	0.131008
948	2.1363	2.0901	0.0219	0.0246	0.130784
949	2.1359	2.0835	0.0213	0.0248	0.13008
950	2.1517	2.0806	0.0211	0.0291	0.12688
951	2.1381	2.095	0.0212	0.0256	0.1304
952	2.1335	2.091	0.0212	0.0248	0.130016
953	2.1476	2.1752	0.0549	0.0245	0.131072
954	2.1438	2.1213	0.0226	0.0246	0.130016
955	2.3039	2.104	0.021	0.048	0.129024
956	2.1856	2.0595	0.0217	0.0292	0.12976
957	2.1597	2.0753	0.0222	0.0263	0.126816
958	2.1139	2.0776	0.021	0.025	0.130464
959	2.1297	2.0795	0.021	0.0248	0.130912
960	2.131	2.0903	0.0211	0.0247	0.129216
961	2.1329	2.0678	0.0218	0.0248	0.12928
962	2.1442	2.1619	0.0212	0.0251	0.131008
963	2.1221	2.0838	0.021	0.0251	0.131072
964	2.2166	2.0807	0.0217	0.0256	0.126464
965	2.1372	2.089	0.0213	0.0249	0.128832
966	2.1349	2.0919	0.0212	0.025	0.128736
967	2.1431	2.5693	0.0219	0.0251	0.130464
968	2.1459	2.214	0.0214	0.0252	0.129504
969	2.6635	2.1288	0.0221	0.0471	0.13136
970	2.3132	2.1368	0.0368	0.0513	0.129024
971	2.2172	2.1125	0.0216	0.0451	0.126496
972	2.2462	2.1183	0.0291	0.0477	0.13088
973	2.2008	2.1279	0.0215	0.0474	0.131104
974	2.2488	5.3235	0.0217	0.0739	0.12896
975	2.2349	2.1183	0.0213	0.056	0.130816
976	5.4416	2.1233	0.0216	0.0674	0.126624
977	2.2091	2.1958	0.0255	0.0466	0.131296
978	2.2024	2.1514	0.0224	0.0409	0.1304
979	2.2839	2.1043	0.022	0.0427	0.129184
980	2.2351	2.1147	0.0225	0.0416	0.126944
981	2.1625	2.1004	0.0217	0.0268	0.129344
982	2.1882	2.0996	0.021	0.0379	0.130656
983	2.188	2.1048	0.0212	0.045	0.126496
984	2.1558	2.1142	0.0212	0.0266	0.13136
985	2.16	2.1044	0.0209	0.0261	0.130784
986	2.1685	2.0987	0.0212	0.0255	0.12976
987	2.1571	2.1162	0.0212	0.0247	0.12944
988	2.1511	2.1072	0.022	0.0244	0.130368
989	2.1728	2.1065	0.0209	0.0276	0.129888
990	2.1635	2.0977	0.021	0.0263	0.12656
991	2.16	2.126	0.021	0.025	0.129984
992	2.1505	2.0923	0.0211	0.0249	0.130944
993	2.1821	2.1285	0.0219	0.0256	0.1312
994	2.1456	2.153	0.0211	0.0252	0.130976
995	2.1821	2.1233	0.0212	0.0246	0.129312
996	2.2136	2.1401	0.0211	0.0293	0.129664
997	2.1831	2.1623	0.0212	0.0283	0.126592
998	2.1947	2.1281	0.0211	0.0254	0.129792
999	2.2177	2.1286	0.0211	0.0259	0.129664
1000	2.1809	2.1308	0.0211	0.0245	0.130304
1001	2.1813	2.1163	0.0211	0.0246	0.1288
1002	2.1835	2.1077	0.0219	0.0245	0.129536
1003	2.1701	2.127	0.022	0.0252	0.129088
1004	2.1633	2.1248	0.0211	0.0257	0.126432
1005	2.1849	2.1184	0.0211	0.0272	0.13104
1006	2.1794	2.1246	0.0219	0.0254	0.130336
1007	2.1713	2.1274	0.0212	0.0247	0.12976
1008	2.1783	2.1161	0.0212	0.0248	0.130816
1009	2.1801	2.2643	0.0684	0.0245	0.128864
1010	2.1702	2.5645	0.0212	0.0252	0.130752
1011	2.4341	2.1159	0.021	0.0654	0.126656
1012	2.6291	2.1184	0.021	0.0294	0.130464
1013	2.1703	2.1088	0.0213	0.0256	0.130848
1014	2.1726	2.1205	0.0218	0.0256	0.129824
1015	2.1625	2.2133	0.0243	0.0248	0.130336
1016	2.1746	2.1455	0.0222	0.0248	0.129792
1017	2.2749	2.1842	0.0225	0.0284	0.126752
1018	2.2286	2.1841	0.0226	0.0417	0.129472
1019	2.2921	2.1234	0.0219	0.0572	0.129024
1020	2.2811	2.1209	0.0212	0.0492	0.126432
1021	2.1914	2.148	0.0212	0.0323	0.129344
1022	2.1759	2.2491	0.0253	0.0264	0.128832
1023	2.2032	2.1578	0.0218	0.0259	0.129376
1024	2.3465	2.1242	0.0211	0.0466	0.126592
1025	2.2161	2.1274	0.0211	0.0268	0.130784
1026	2.1788	2.1184	0.021	0.0259	0.12928
1027	2.1814	2.1793	0.0212	0.0254	0.130432
1028	2.1716	2.1604	0.0222	0.0245	0.130048
1029	2.2333	2.1482	0.0211	0.0251	0.129248
1030	2.219	2.1285	0.0212	0.028	0.130976
1031	2.2044	2.1495	0.0212	0.0264	0.126848
1032	2.1826	2.1482	0.0219	0.0251	0.130336
1033	2.2035	2.1749	0.0211	0.0253	0.129856
1034	2.2025	2.1501	0.0214	0.025	0.129472
1035	2.2287	2.3437	0.021	0.0254	0.128928
